case,view_id,time_index,reference_DGP_raw,dcglare_Ev,reference_DGP,dcglare_DGPs_raw,dcglare_DGPs
C1,204,1905,0.291789,2524.2824707,0.291789,0.30817538103009,0.30817538103009
C1,204,1906,0.234939,1090.07727051,0.234939,0.2239875357789369,0.2239875357789369
C1,204,1907,0.245474,1263.99768066,0.245474,0.234196663854742,0.234196663854742
C1,204,1908,0.251283,1347.44030762,0.251283,0.239094746057294,0.239094746057294
C1,204,1909,0.251226,1323.27062988,0.251226,0.237675985973956,0.237675985973956
C1,204,1910,0.24574,1196.52453613,0.24574,0.230235990270831,0.230235990270831
C1,204,1911,0.235021,969.62005615,0.235021,0.216916697296005,0.216916697296005
C1,204,1912,0.22135,666.63427734,0.22135,0.199131432079858,0.199131432079858
C1,204,1913,0.301894,1568.12585449,0.301894,0.252048987658563,0.252048987658563
C1,204,4109,0.159261,4.66024685,0.159261,0.160273556490095,0.160273556490095
C1,204,4110,0.161772,49.52118683,0.161772,0.162906893666921,0.162906893666921
C1,204,4111,0.164789,103.74874878,0.164789,0.166090051553386,0.166090051553386
C1,204,4112,0.168139,162.72669983,0.168139,0.169552057280021,0.169552057280021
C1,204,4113,0.171146,216.54154968,0.171146,0.172710988966216,0.172710988966216
C1,204,4114,0.173546,259.7355957,0.173546,0.17524647946759,0.17524647946759
C1,204,4115,0.175086,288.13031006,0.175086,0.176913249200522,0.176913249200522
C1,204,4116,0.17559,296.69070435,0.17559,0.177415744345345,0.177415744345345
C1,204,4117,0.174956,284.50396729,0.174956,0.176700382879923,0.176700382879923
C1,204,4118,0.173142,252.97070312,0.173142,0.174849380273144,0.174849380273144
C1,204,4119,0.170325,202.78546143,0.170325,0.171903506585941,0.171903506585941
C1,204,4120,0.167063,143.86909485,0.167063,0.168445115867695,0.168445115867695
C1,204,4121,0.163813,85.92959595,0.163813,0.165044067282265,0.165044067282265
C1,204,4122,0.161117,37.77492142,0.161117,0.162217387887354,0.162217387887354
C1,204,8527,0.163974,92.14942169,0.163974,0.165409171053203,0.165409171053203
C1,204,8528,0.25326,1394.52526855,0.25326,0.241858633263885,0.241858633263885
C1,204,8529,0.286019,2062.35961914,0.286019,0.281060509643518,0.281060509643518
C1,204,8530,0.31465,2935.55126953,0.31465,0.332316859521411,0.332316859521411
C1,204,8531,0.301928,2821.27807617,0.301928,0.325609023071179,0.325609023071179
C1,204,8532,0.316966,3252.21826172,0.316966,0.350905211962964,0.350905211962964
C1,204,8533,0.247493,1328.36572266,0.247493,0.237975067920142,0.237975067920142
C1,204,8534,0.366438,3863.31420898,0.366438,0.3867765440671259,0.3867765440671259
C1,204,8535,0.724999,3151.44335938,0.724999,0.344989725195606,0.344989725195606
C1,204,8536,0.169937,214.86872864,0.169937,0.172612794371168,0.172612794371168
C1,205,1902,0.170055,205.1101532,0.170055,0.17203996599284,0.17203996599284
C1,205,1903,0.190608,552.76824951,0.190608,0.192447496246237,0.192447496246237
C1,205,1904,0.334243,2813.13012695,0.334243,0.325130738451965,0.325130738451965
C1,205,1905,0.402224,4054.59692383,0.402224,0.398004839428821,0.398004839428821
C1,205,1906,0.305646,2161.49804688,0.305646,0.2868799353518559,0.2868799353518559
C1,205,1907,0.328428,2539.58813477,0.328428,0.309073823510999,0.309073823510999
C1,205,1908,0.341996,2760.89208984,0.341996,0.3220643656736079,0.3220643656736079
C1,205,1909,0.343349,2776.19873047,0.343349,0.322962865478589,0.322962865478589
C1,205,1910,0.331199,2545.14208984,0.331199,0.309399840673608,0.309399840673608
C1,205,1911,0.303932,2046.01916504,0.303932,0.280101324987848,0.280101324987848
C1,205,1912,0.26781,1373.29968262,0.26781,0.240612691369794,0.240612691369794
C1,205,1913,0.383206,2745.60180664,0.383206,0.321166826049768,0.321166826049768
C1,205,4109,0.159531,9.23991203,0.159531,0.160542382836161,0.160542382836161
C1,205,4110,0.164673,98.95605469,0.164673,0.165808720410303,0.165808720410303
C1,205,4111,0.170901,208.05845642,0.170901,0.172213031391854,0.172213031391854
C1,205,4112,0.177771,326.58914185,0.177771,0.179170782626595,0.179170782626595
C1,205,4113,0.183944,434.28442383,0.183944,0.185492495678821,0.185492495678821
C1,205,4114,0.188871,520.39257812,0.188871,0.190547044335644,0.190547044335644
C1,205,4115,0.192059,577.03326416,0.192059,0.193871852606192,0.193871852606192
C1,205,4116,0.193088,594.25012207,0.193088,0.194882482165509,0.194882482165509
C1,205,4117,0.191716,569.74072266,0.191716,0.193443780420142,0.193443780420142
C1,205,4118,0.188065,506.51678467,0.188065,0.189732535260129,0.189732535260129
C1,205,4119,0.182277,406.29974365,0.182277,0.183849794952255,0.183849794952255
C1,205,4120,0.175592,288.88790894,0.175592,0.176957720254778,0.176957720254778
C1,205,4121,0.168944,173.20578003,0.168944,0.170167179287761,0.170167179287761
C1,205,4122,0.163388,76.35316467,0.163388,0.164481930766129,0.164481930766129
C1,205,8527,0.16647,141.56326294,0.16647,0.168309763534578,0.168309763534578
C1,205,8528,0.274273,1913.67468262,0.274273,0.272332703869794,0.272332703869794
C1,205,8529,0.31842,2546.89794922,0.31842,0.309502909619214,0.309502909619214
C1,205,8530,0.366657,3371.42651367,0.366657,0.357902736352429,0.357902736352429
C1,205,8531,0.381149,3811.13134766,0.381149,0.383713410107642,0.383713410107642
C1,205,8532,0.429197,7735.49414062,0.429197,0.6140735060543939,0.6140735060543939
C1,205,8533,0.358489,3102.34594727,0.358489,0.342107707104749,0.342107707104749
C1,205,8534,1.0,22511.671875,1.0,1.4814351390624998,1.0
C1,205,8535,1.0,15025.56933594,1.0,1.0420009200196778,1.0
C1,205,8536,0.183504,475.25753784,0.183504,0.187897617471208,0.187897617471208
C1,206,1902,0.172644,246.18702698,0.172644,0.174451178483726,0.174451178483726
C1,206,1903,0.199726,703.73962402,0.199726,0.2013095159299739,0.2013095159299739
C1,206,1904,0.377488,3359.29663086,0.377488,0.357190712231482,0.357190712231482
C1,206,1905,0.475004,4970.23925781,0.475004,0.451753044433447,0.451753044433447
C1,206,1906,0.350291,2792.00512695,0.350291,0.323890700951965,0.323890700951965
C1,206,1907,0.381188,3302.05322266,0.381188,0.353830524170142,0.353830524170142
C1,206,1908,0.399802,3610.5769043,0.399802,0.37194086428241,0.37194086428241
C1,206,1909,0.401309,3633.87036133,0.401309,0.373308190210071,0.373308190210071
C1,206,1910,0.381698,3297.33886719,0.381698,0.3535537915040529,0.3535537915040529
C1,206,1911,0.339558,2594.4152832,0.339558,0.31229217712384,0.31229217712384
C1,206,1912,0.282054,1689.63366699,0.282054,0.259181496252313,0.259181496252313
C1,206,1913,0.355741,2678.76806641,0.355741,0.317243685498267,0.317243685498267
C1,206,4109,0.159682,11.7287693,0.159682,0.16068847875791,0.16068847875791
C1,206,4110,0.166295,125.8445282,0.166295,0.16738707380534,0.16738707380534
C1,206,4111,0.174321,264.56704712,0.174321,0.175530085665944,0.175530085665944
C1,206,4112,0.18311,414.92428589,0.18311,0.184356055581743,0.184356055581743
C1,206,4113,0.19103,551.34338379,0.19103,0.192363856628473,0.192363856628473
C1,206,4114,0.197359,660.59942627,0.197359,0.198777186322049,0.198777186322049
C1,206,4115,0.201486,732.82611084,0.201486,0.203016892706308,0.203016892706308
C1,206,4116,0.202785,754.60449219,0.202785,0.204295283691553,0.204295283691553
C1,206,4117,0.20099,723.02301025,0.20099,0.202441450701675,0.202441450701675
C1,206,4118,0.196313,642.73425293,0.196313,0.197728500646991,0.197728500646991
C1,206,4119,0.188912,516.0144043,0.188912,0.19029004553241,0.19029004553241
C1,206,4120,0.18035,367.54025269,0.18035,0.181574612832903,0.181574612832903
C1,206,4121,0.171815,220.75326538,0.171815,0.172958216677806,0.172958216677806
C1,206,4122,0.164644,97.08403778,0.164644,0.165698833017686,0.165698833017686
C1,206,8527,0.166709,138.91467285,0.166709,0.168154291296295,0.168154291296295
C1,206,8528,0.259957,1736.60021973,0.259957,0.261938432898151,0.261938432898151
C1,206,8529,0.32422,2930.40795898,0.32422,0.332014947192126,0.332014947192126
C1,206,8530,0.396325,3645.18945312,0.396325,0.373972620898144,0.373972620898144
C1,206,8531,0.446007,4750.61572266,0.446007,0.438861142920142,0.438861142920142
C1,206,8532,0.538315,14685.89746094,0.538315,1.022062180957178,1.0
C1,206,8533,0.443194,4346.35791016,0.443194,0.415131209326392,0.415131209326392
C1,206,8534,1.0,34271.94140625,1.0,2.171762960546875,1.0
C1,206,8535,1.0,19518.34570312,1.0,1.305726892773144,1.0
C1,206,8536,0.190502,601.01641846,0.190502,0.195279663763602,0.195279663763602
C1,207,1902,0.174764,282.83746338,0.174764,0.176602559100406,0.176602559100406
C1,207,1903,0.199786,711.42089844,0.199786,0.201760406738428,0.201760406738428
C1,207,1904,0.447444,6215.62841797,0.447444,0.524857388134839,0.524857388134839
C1,207,1905,0.532886,7809.75097656,0.532886,0.6184323823240719,0.6184323823240719
C1,207,1906,0.344941,2846.41772461,0.344941,0.327084720434607,0.327084720434607
C1,207,1907,0.371483,3284.0847168,0.371483,0.35277577287616,0.35277577287616
C1,207,1908,0.384451,3497.30126953,0.384451,0.365291584521411,0.365291584521411
C1,207,1909,0.3805,3419.52001953,0.3805,0.360725825146411,0.360725825146411
C1,207,1910,0.356412,3008.73388672,0.356412,0.336612679150464,0.336612679150464
C1,207,1911,0.313645,2298.25805664,0.313645,0.294907747924768,0.294907747924768
C1,207,1912,0.258913,1451.32128906,0.258913,0.245192559667822,0.245192559667822
C1,207,1913,0.273703,1649.3416748,0.273703,0.25681635631076,0.25681635631076
C1,207,4109,0.15966,11.46011543,0.15966,0.160672708775741,0.160672708775741
C1,207,4110,0.166015,122.00617981,0.166015,0.167161762754847,0.167161762754847
C1,207,4111,0.173679,255.40339661,0.173679,0.174992179381007,0.174992179381007
C1,207,4112,0.182024,399.98483276,0.182024,0.183479109683012,0.183479109683012
C1,207,4113,0.189596,531.73547363,0.189596,0.191212872302081,0.191212872302081
C1,207,4114,0.195687,637.80126953,0.195687,0.197438934521411,0.197438934521411
C1,207,4115,0.199697,707.89593506,0.199697,0.201553491388022,0.201553491388022
C1,207,4116,0.200899,728.62835693,0.200899,0.202770484551791,0.202770484551791
C1,207,4117,0.199179,698.24066162,0.199179,0.200986726837094,0.200986726837094
C1,207,4118,0.194722,621.15789795,0.194722,0.196461968609665,0.196461968609665
C1,207,4119,0.187668,498.85794067,0.187668,0.189282961117329,0.189282961117329
C1,207,4120,0.17943,354.84802246,0.17943,0.180829578918402,0.180829578918402
C1,207,4121,0.171202,212.23588562,0.171202,0.172458246485894,0.172458246485894
C1,207,4122,0.16433,92.41444397,0.16433,0.165424727861039,0.165424727861039
C1,207,8527,0.522178,510.24349976,0.522178,0.189951293435912,0.189951293435912
C1,207,8528,1.0,11602.41894531,1.0,0.841061992089697,0.841061992089697
C1,207,8529,0.406266,8259.46972656,0.406266,0.644830872949072,0.644830872949072
C1,207,8530,0.404896,4341.04736328,0.404896,0.4148194802245359,0.4148194802245359
C1,207,8531,0.441377,4673.87451172,0.441377,0.4343564338379639,0.4343564338379639
C1,207,8532,0.515594,14832.89160156,0.515594,1.030690737011572,1.0
C1,207,8533,0.417761,4035.42041016,0.417761,0.3968791780763919,0.3968791780763919
C1,207,8534,1.0,27514.30664062,1.0,1.775089799804394,1.0
C1,207,8535,1.0,13857.36132812,1.0,0.973427109960644,0.973427109960644
C1,207,8536,0.186244,509.01416016,0.186244,0.189879131201392,0.189879131201392
C1,208,1902,0.172352,241.13085938,0.172352,0.174154381445606,0.174154381445606
C1,208,1903,0.187359,497.91900635,0.187359,0.189227845672745,0.189227845672745
C1,208,1904,0.466834,7092.69140625,0.466834,0.576340985546875,0.576340985546875
C1,208,1905,0.515185,7726.88671875,0.515185,0.613568250390625,0.613568250390625
C1,208,1906,0.307882,1984.78088379,0.307882,0.2765066378784729,0.2765066378784729
C1,208,1907,0.319393,2207.53857422,0.319393,0.289582514306714,0.289582514306714
C1,208,1908,0.320338,2254.5065918,0.320338,0.29233953693866,0.29233953693866
C1,208,1909,0.310375,2109.46411133,0.310375,0.283825543335071,0.283825543335071
C1,208,1910,0.289027,1787.57495117,0.289027,0.264930649633679,0.264930649633679
C1,208,1911,0.257167,1339.51403809,0.257167,0.238629474035883,0.238629474035883
C1,208,1912,0.213241,843.08654785,0.213241,0.209489180358795,0.209489180358795
C1,208,1913,0.236415,948.17047119,0.236415,0.215657606658853,0.215657606658853
C1,208,4109,0.159442,7.70423508,0.159442,0.160452238599196,0.160452238599196
C1,208,4110,0.163635,81.02507782,0.163635,0.164756172068034,0.164756172068034
C1,208,4111,0.168644,168.6930542,0.168644,0.16990228228154,0.16990228228154
C1,208,4112,0.174106,263.99615479,0.174106,0.175496574286173,0.175496574286173
C1,208,4113,0.179102,351.52984619,0.179102,0.180634801971353,0.180634801971353
C1,208,4114,0.183128,422.39453125,0.183128,0.184794558984375,0.184794558984375
C1,208,4115,0.185803,468.97674561,0.185803,0.187528934967307,0.187528934967307
C1,208,4116,0.186567,482.49807739,0.186567,0.188322637142793,0.188322637142793
C1,208,4117,0.185468,462.74047852,0.185468,0.187162866089124,0.187162866089124
C1,208,4118,0.182523,412.05123901,0.182523,0.184187407729887,0.184187407729887
C1,208,4119,0.177874,330.72598267,0.177874,0.179413615182729,0.179413615182729
C1,208,4120,0.172404,234.36730957,0.172404,0.173757361071759,0.173757361071759
C1,208,4121,0.166937,139.09924316,0.166937,0.168165125573492,0.168165125573492
C1,208,4122,0.162435,59.90270233,0.162435,0.163516288626771,0.163516288626771
C1,208,8527,0.588099,724.68463135,0.588099,0.202538987860245,0.202538987860245
C1,208,8528,1.0,16577.421875,1.0,1.1330946640625,1.0
C1,208,8529,0.429853,10023.69042969,0.429853,0.748390628222803,0.748390628222803
C1,208,8530,0.413115,4076.85986328,0.413115,0.399311673974536,0.399311673974536
C1,208,8531,0.390894,3517.96191406,0.390894,0.3665043643553219,0.3665043643553219
C1,208,8532,0.38622,8039.41552734,0.38622,0.631913691454858,0.631913691454858
C1,208,8533,0.311558,2235.30786133,0.311558,0.2912125714600709,0.2912125714600709
C1,208,8534,0.868178,7717.56542969,0.868178,0.613021090722803,0.613021090722803
C1,208,8535,0.307722,2551.13012695,0.307722,0.309751338451965,0.309751338451965
C1,208,8536,0.174182,274.86676025,0.174182,0.176134678826675,0.176134678826675
C1,209,1902,0.168772,172.59111023,0.168772,0.170131098170501,0.170131098170501
C1,209,1903,0.1818,398.43212891,0.1818,0.183387965967017,0.183387965967017
C1,209,1904,0.383482,4762.87353516,0.383482,0.439580676513892,0.439580676513892
C1,209,1905,0.44628,6823.37646484,0.44628,0.560532198486108,0.560532198486108
C1,209,1906,0.271641,1631.93798828,0.271641,0.255794759912036,0.255794759912036
C1,209,1907,0.280548,1799.93688965,0.280548,0.265656295422455,0.265656295422455
C1,209,1908,0.279948,1804.66259766,0.279948,0.265933694482642,0.265933694482642
C1,209,1909,0.270119,1655.16955566,0.270119,0.257158452917242,0.257158452917242
C1,209,1910,0.253222,1387.70178223,0.253222,0.241458094616901,0.241458094616901
C1,209,1911,0.229075,1038.10668945,0.229075,0.220936862670715,0.220936862670715
C1,209,1912,0.199294,653.91827393,0.199294,0.198385002679691,0.198385002679691
C1,209,1913,0.213211,779.03411865,0.213211,0.2057293027647549,0.2057293027647549
C1,209,4109,0.159356,6.20968103,0.159356,0.160364508276461,0.160364508276461
C1,209,4110,0.162723,64.94808197,0.162723,0.163812452411639,0.163812452411639
C1,209,4111,0.1667,134.77857971,0.1667,0.167911502628977,0.167911502628977
C1,209,4112,0.171066,210.64932251,0.171066,0.172365115231337,0.172365115231337
C1,209,4113,0.175058,280.57278442,0.175058,0.176469622445454,0.176469622445454
C1,209,4114,0.178284,337.48068237,0.178284,0.179810116055119,0.179810116055119
C1,209,4115,0.180425,375.01806641,0.180425,0.182013560498267,0.182013560498267
C1,209,4116,0.181036,385.78024292,0.181036,0.182645300259404,0.182645300259404
C1,209,4117,0.18015,369.90762329,0.18015,0.181713577487123,0.181713577487123
C1,209,4118,0.177798,329.46884155,0.177798,0.179339820998985,0.179339820998985
C1,209,4119,0.174107,264.49227905,0.174107,0.175525696780235,0.175525696780235
C1,209,4120,0.169713,187.31080627,0.169713,0.170995144328049,0.170995144328049
C1,209,4121,0.165338,110.92545319,0.165338,0.166511324102253,0.166511324102253
C1,209,4122,0.161726,47.57214737,0.161726,0.162792485050619,0.162792485050619
C1,209,8527,0.184203,357.15649414,0.184203,0.180965086206018,0.180965086206018
C1,209,8528,1.0,11881.18261719,1.0,0.8574254196290529,0.8574254196290529
C1,209,8529,1.0,12043.92578125,1.0,0.866978443359375,0.866978443359375
C1,209,8530,1.0,9962.57421875,1.0,0.744803106640625,0.744803106640625
C1,209,8531,0.414127,4246.09179688,0.414127,0.409245588476856,0.409245588476856
C1,209,8532,0.348735,3356.57519531,0.348735,0.3570309639646969,0.3570309639646969
C1,209,8533,0.265463,1624.10864258,0.265463,0.255335177319446,0.255335177319446
C1,209,8534,0.386906,3718.87768555,0.386906,0.378298120141785,0.378298120141785
C1,209,8535,0.335509,2753.56152344,0.335509,0.321634061425928,0.321634061425928
C1,209,8536,0.170555,207.94165039,0.170555,0.172206174877893,0.172206174877893
C1,210,1902,0.16222,60.77838516,0.16222,0.163567691208892,0.163567691208892
C1,210,1903,0.16835,165.35922241,0.16835,0.169706586355467,0.169706586355467
C1,210,1904,0.230491,1172.7590332,0.230491,0.22884095524884,0.22884095524884
C1,210,1905,0.249587,1497.20336914,0.249587,0.247885837768518,0.247885837768518
C1,210,1906,0.200231,673.92602539,0.200231,0.199559457690393,0.199559457690393
C1,210,1907,0.205991,781.36474609,0.205991,0.205866110595483,0.205866110595483
C1,210,1908,0.208175,824.37469482,0.208175,0.208390794585934,0.208390794585934
C1,210,1909,0.205973,793.24676514,0.205973,0.206563585113718,0.206563585113718
C1,210,1910,0.199774,691.9041748,0.199774,0.20061477506076,0.20061477506076
C1,210,1911,0.189725,530.76495361,0.189725,0.191155902776907,0.191155902776907
C1,210,1912,0.177905,338.11886597,0.177905,0.179847577432439,0.179847577432439
C1,210,1913,0.183337,428.9312439,0.183337,0.18517826401693,0.18517826401693
C1,210,4109,0.159154,2.70251417,0.159154,0.160158637581779,0.160158637581779
C1,210,4110,0.160629,28.67110634,0.160629,0.161682993942158,0.161682993942158
C1,210,4111,0.162389,59.89434052,0.162389,0.163515797788524,0.163515797788524
C1,210,4112,0.164339,93.71816254,0.164339,0.165501256141098,0.165501256141098
C1,210,4113,0.166101,124.62046051,0.166101,0.167315221031937,0.167315221031937
C1,210,4114,0.167491,149.63053894,0.167491,0.168783312635778,0.168783312635778
C1,210,4115,0.16841,166.25717163,0.16841,0.169759295974681,0.169759295974681
C1,210,4116,0.168694,171.10499573,0.168694,0.170043863249351,0.170043863249351
C1,210,4117,0.168322,163.83647156,0.168322,0.169617200880572,0.169617200880572
C1,210,4118,0.167226,145.68722534,0.167226,0.168551840127458,0.168551840127458
C1,210,4119,0.165629,116.99197388,0.165629,0.166867428866756,0.166867428866756
C1,210,4120,0.16372,83.20713806,0.16372,0.164884259004122,0.164884259004122
C1,210,4121,0.161823,49.7334137,0.161823,0.16291935138419,0.16291935138419
C1,210,4122,0.160225,21.62179947,0.160225,0.161269199628889,0.161269199628889
C1,210,8527,0.173123,79.77323914,0.173123,0.164682689137518,0.164682689137518
C1,210,8528,0.598763,1223.56726074,0.598763,0.231823398205438,0.231823398205438
C1,210,8529,0.231532,1325.87585449,0.231532,0.2378289126585629,0.2378289126585629
C1,210,8530,0.322322,2599.02319336,0.322322,0.312562661450232,0.312562661450232
C1,210,8531,0.307886,2548.34057617,0.307886,0.309587591821179,0.309587591821179
C1,210,8532,0.298015,2529.57958984,0.298015,0.308486321923608,0.308486321923608
C1,210,8533,0.209102,874.18890381,0.209102,0.211314888653647,0.211314888653647
C1,210,8534,0.39028,3872.06958008,0.39028,0.387290484350696,0.387290484350696
C1,210,8535,0.326676,2596.43652344,0.326676,0.312410823925928,0.312410823925928
C1,210,8536,0.165008,115.7074585,0.165008,0.16679202781395,0.16679202781395
C1,211,1902,0.16225,60.83906937,0.16225,0.163571253372019,0.163571253372019
C1,211,1903,0.168815,179.26863098,0.168815,0.170523068638526,0.170523068638526
C1,211,1904,0.214996,1026.18249512,0.214996,0.220236912463544,0.220236912463544
C1,211,1905,0.243763,1680.15966797,0.243763,0.258625372509839,0.258625372509839
C1,211,1906,0.200052,731.11865234,0.200052,0.202916664892358,0.202916664892358
C1,211,1907,0.206749,850.93060303,0.206749,0.209949626397861,0.209949626397861
C1,211,1908,0.209608,902.88061523,0.209608,0.212999092114001,0.212999092114001
C1,211,1909,0.207855,874.04217529,0.207855,0.211306275689523,0.211306275689523
C1,211,1910,0.201795,765.23724365,0.201795,0.204919426202255,0.204919426202255
C1,211,1911,0.192062,587.03210449,0.192062,0.194458784533563,0.194458784533563
C1,211,1912,0.181074,373.24371338,0.181074,0.181909405975406,0.181909405975406
C1,211,1913,0.204768,461.71591187,0.204768,0.187102724026769,0.187102724026769
C1,211,4109,0.159163,2.96518922,0.159163,0.160174056607214,0.160174056607214
C1,211,4110,0.160721,31.47349548,0.160721,0.161847494184676,0.161847494184676
C1,211,4111,0.162587,65.73840332,0.162587,0.163858844274884,0.163858844274884
C1,211,4112,0.164635,102.80406952,0.164635,0.166034598880824,0.166034598880824
C1,211,4113,0.166492,136.61553955,0.166492,0.168019332171585,0.168019332171585
C1,211,4114,0.167958,163.96176147,0.167958,0.169624555398289,0.169624555398289
C1,211,4115,0.168929,182.16397095,0.168929,0.170693025094765,0.170693025094765
C1,211,4116,0.169228,187.48690796,0.169228,0.171005481497252,0.171005481497252
C1,211,4117,0.16884,179.50323486,0.16884,0.170536839886282,0.170536839886282
C1,211,4118,0.167688,159.60354614,0.167688,0.169368728158418,0.169368728158418
C1,211,4119,0.166,128.18666077,0.166,0.167524556987199,0.167524556987199
C1,211,4120,0.163987,91.22434998,0.163987,0.165354869343826,0.165354869343826
C1,211,4121,0.161978,54.5855751,0.161978,0.16320417325837,0.16320417325837
C1,211,4122,0.160294,23.76845551,0.160294,0.161395208338437,0.161395208338437
C1,211,8527,0.161556,46.50899887,0.161556,0.162730078233669,0.162730078233669
C1,211,8528,0.208651,569.95721436,0.208651,0.193456488482932,0.193456488482932
C1,211,8529,0.252786,1250.45776367,0.252786,0.233401870727429,0.233401870727429
C1,211,8530,0.322862,2396.74511719,0.322862,0.300688938379053,0.300688938379053
C1,211,8531,0.291719,2523.55175781,0.291719,0.3081324881834469,0.3081324881834469
C1,211,8532,0.297927,3000.53662109,0.297927,0.336131499657983,0.336131499657983
C1,211,8533,0.211203,971.3616333,0.211203,0.21701892787471,0.21701892787471
C1,211,8534,0.382482,4020.07348633,0.382482,0.3959783136475709,0.3959783136475709
C1,211,8535,0.316792,2551.23413086,0.316792,0.309757443481482,0.309757443481482
C1,211,8536,0.165286,126.75539398,0.165286,0.167440541626626,0.167440541626626
C1,212,1902,0.16414,94.88415527,0.16414,0.165569699914349,0.165569699914349
C1,212,1903,0.173257,253.04917908,0.173257,0.174853986811996,0.174853986811996
C1,212,1904,0.246454,1478.1427002,0.246454,0.24676697650174,0.24676697650174
C1,212,1905,0.282648,2293.75634766,0.282648,0.2946434976076419,0.2946434976076419
C1,212,1906,0.228826,994.02734375,0.228826,0.218349405078125,0.218349405078125
C1,212,1907,0.23854,1153.35388184,0.23854,0.227701872864008,0.227701872864008
C1,212,1908,0.243948,1230.48352051,0.243948,0.232229382653937,0.232229382653937
C1,212,1909,0.243685,1209.75061035,0.243685,0.231012360827545,0.231012360827545
C1,212,1910,0.238791,1093.39575195,0.238791,0.224182330639465,0.224182330639465
C1,212,1911,0.229034,882.80401611,0.229034,0.211820595745657,0.211820595745657
C1,212,1912,0.216332,600.47741699,0.216332,0.195248024377313,0.195248024377313
C1,212,1913,0.296631,1371.64465332,0.296631,0.240515541149884,0.240515541149884
C1,212,4109,0.159239,4.22027445,0.159239,0.160247730110215,0.160247730110215
C1,212,4110,0.161535,44.89075089,0.161535,0.162635087077243,0.162635087077243
C1,212,4111,0.164295,94.06240845,0.164295,0.165521463376015,0.165521463376015
C1,212,4112,0.167356,147.49485779,0.167356,0.168657948152273,0.168657948152273
C1,212,4113,0.170103,196.19998169,0.170103,0.171516938925203,0.171516938925203
C1,212,4114,0.172291,235.26992798,0.172291,0.173810344772426,0.173810344772426
C1,212,4115,0.173707,260.94946289,0.173707,0.175317733471643,0.175317733471643
C1,212,4116,0.174159,268.6947937,0.174159,0.17577238439019,0.17577238439019
C1,212,4117,0.173586,257.69036865,0.173586,0.175126424639755,0.175126424639755
C1,212,4118,0.171924,229.21040344,0.171924,0.173454650681928,0.173454650681928
C1,212,4119,0.169364,183.86264038,0.169364,0.170792736990306,0.170792736990306
C1,212,4120,0.166381,130.56559753,0.166381,0.167664200575011,0.167664200575011
C1,212,4121,0.163406,78.05368805,0.163406,0.164581751488535,0.164581751488535
C1,212,4122,0.160934,34.28445435,0.160934,0.162012497470345,0.162012497470345
C1,212,8527,0.163331,76.29496002,0.163331,0.164478514153174,0.164478514153174
C1,212,8528,0.242817,1019.30804443,0.242817,0.219833382208041,0.219833382208041
C1,212,8529,0.278895,1701.17004395,0.278895,0.259858681579865,0.259858681579865
C1,212,8530,0.319628,2599.14404297,0.319628,0.312569755322339,0.312569755322339
C1,212,8531,0.294077,2410.06884766,0.294077,0.301471041357642,0.301471041357642
C1,212,8532,0.311265,2837.65429688,0.311265,0.326570307226856,0.326570307226856
C1,212,8533,0.241894,1245.25561523,0.241894,0.233096504614001,0.233096504614001
C1,212,8534,0.372298,3915.73339844,0.372298,0.389853550488428,0.389853550488428
C1,212,8535,0.72842,4034.4387207,0.72842,0.39682155290509,0.39682155290509
C1,212,8536,0.169086,200.71453857,0.169086,0.171781943414059,0.171781943414059
C1,213,1902,0.168127,168.41529846,0.168127,0.169885978019602,0.169885978019602
C1,213,1903,0.184383,437.45932007,0.184383,0.185678862088109,0.185678862088109
C1,213,1904,0.309755,2348.39648438,0.309755,0.297850873633106,0.297850873633106
C1,213,1905,0.36713,3384.72387695,0.36713,0.358683291576965,0.358683291576965
C1,213,1906,0.285483,1697.31091309,0.285483,0.259632150598383,0.259632150598383
C1,213,1907,0.303623,1989.37927246,0.303623,0.276776563293402,0.276776563293402
C1,213,1908,0.314593,2160.23193359,0.314593,0.286805614501733,0.286805614501733
C1,213,1909,0.316515,2182.18676758,0.316515,0.288094363256946,0.288094363256946
C1,213,1910,0.30888,2031.51623535,0.30888,0.279250003015045,0.279250003015045
C1,213,1911,0.288574,1660.13269043,0.288574,0.257449788928241,0.257449788928241
C1,213,1912,0.258789,1120.55664062,0.258789,0.225776674804394,0.225776674804394
C1,213,1913,0.370447,2350.51342773,0.370447,0.297975138207751,0.297975138207751
C1,213,4109,0.159425,7.29144812,0.159425,0.160428008004644,0.160428008004644
C1,213,4110,0.163552,78.22406006,0.163552,0.164591752325522,0.164591752325522
C1,213,4111,0.168565,164.73017883,0.168565,0.169669661497321,0.169669661497321
C1,213,4112,0.174098,258.87918091,0.174098,0.175196207919417,0.175196207919417
C1,213,4113,0.179066,344.42181396,0.179066,0.180217560479452,0.180217560479452
C1,213,4114,0.183034,412.66314697,0.183034,0.184223326727139,0.184223326727139
C1,213,4115,0.1856,457.38562012,0.1856,0.186848535901044,0.186848535901044
C1,213,4116,0.186412,471.07006836,0.186412,0.187651813012732,0.187651813012732
C1,213,4117,0.185329,451.82891846,0.185329,0.186522357513602,0.186522357513602
C1,213,4118,0.182387,401.74258423,0.182387,0.183582289694301,0.183582289694301
C1,213,4119,0.177732,322.18115234,0.177732,0.178912033642358,0.178912033642358
C1,213,4120,0.172352,228.98649597,0.172352,0.173441507313439,0.173441507313439
